adressNr;street;postalCode;city;country;search;latitude;longitude;errors
52458;Nicolaus-Otto-Str.3;82256;Fürstenfeldbruck;Deutschland;Nicolaus-Otto-Str.3, 82256 Fürstenfeldbruck, Deutschland;48.1858917;11.2385244;
52459;Nofler Straße 30;88433;Schemmerhofen;Deutschland;Nofler Straße 30, 88433 Schemmerhofen, Deutschland;48.1964127;9.7817185;
52460;Bergiusstr. 1;28816;Stuhr-Brinkum;Deutschland;Bergiusstr. 1, 28816 Stuhr-Brinkum, Deutschland;53.02903999999999;8.80135;
52461;Am Eckbach 1;67259;Großniedesheim;Deutschland;Am Eckbach 1, 67259 Großniedesheim, Deutschland;49.5756403;8.3174233;
52462;Welserstr. 10;51149;Köln;Deutschland;Welserstr. 10, 51149 Köln, Deutschland;50.9089628;7.0619115;
52463;Dieselstr. 10;49716;Meppen;Deutschland;Dieselstr. 10, 49716 Meppen, Deutschland;52.66356;7.290400000000001;
52464;Konrad-Adenauer-Str. 16;77704;Oberkirch;Deutschland;Konrad-Adenauer-Str. 16, 77704 Oberkirch, Deutschland;48.53961;8.0639;
52465;Franz-Zebisch-Str. 13;92637;Weiden;Deutschland;Franz-Zebisch-Str. 13, 92637 Weiden, Deutschland;49.68051;12.0765;
52466;Rittistr. 26;77749;Hohberg-Niederschopfheim;Deutschland;Rittistr. 26, 77749 Hohberg-Niederschopfheim, Deutschland;48.41415;7.904240000000001;
52467;Max-Planck-Str. 2;77694;Kehl-Auenheim;Deutschland;Max-Planck-Str. 2, 77694 Kehl-Auenheim, Deutschland;48.59464639999999;7.8318165;
52468;Wernher-von-Braun-Str.1;58730;Fröndenberg;Deutschland;Wernher-von-Braun-Str.1, 58730 Fröndenberg, Deutschland;51.47683;7.7997;
52469;Alte Eisenberger Str. 12;67304;Kerzenheim;Deutschland;Alte Eisenberger Str. 12, 67304 Kerzenheim, Deutschland;49.57194;8.060509999999999;
52470;Olgastraße 82;72458;Albstadt-Ebingen;Deutschland;Olgastraße 82, 72458 Albstadt-Ebingen, Deutschland;48.211911;9.001937;
52471;Ulrich-von-Thürheim-Str. 39;86647;Buttenwiesen- Oberthürheim;Deutschland;Ulrich-von-Thürheim-Str. 39, 86647 Buttenwiesen- Oberthürheim, Deutschland;48.59479;10.69764;
52472;Wiebelsheidestr. 55;59757;Arnsberg;Deutschland;Wiebelsheidestr. 55, 59757 Arnsberg, Deutschland;51.4308829;7.963480300000001;
52473;Eichenkamp 6;48720;Rosendahl-Osterwick;Deutschland;Eichenkamp 6, 48720 Rosendahl-Osterwick, Deutschland;52.0135637;7.1964896;
52474;Hinter den Gärten;87730;Bad Grönenbach;Deutschland;Hinter den Gärten, 87730 Bad Grönenbach, Deutschland;47.8812106;10.2511755;
52475;St. Antoniusstr. 18;46446;Emmerich am Rhein;Deutschland;St. Antoniusstr. 18, 46446 Emmerich am Rhein, Deutschland;51.82403770000001;6.3031921;
52476;Über der Gebind 6;99610;Orlishausen;Deutschland;Über der Gebind 6, 99610 Orlishausen, Deutschland;51.1509;11.18706;
52477;Transitvej 16;6330;Padborg;Dänemark;Transitvej 16, 6330 Padborg, Dänemark;54.833838;9.3490249;
52478;Brühlweg 6;78554;Aldingen-Aixheim;Deutschland;Brühlweg 6, 78554 Aldingen-Aixheim, Deutschland;48.1066982;8.6802117;
52479;Andreas-Meyer-Str.39;22113;Hamburg;Deutschland;Andreas-Meyer-Str.39, 22113 Hamburg, Deutschland;53.5177091;10.081438;
52480;Schieräckerstr. 7;90431;Nürnberg;Deutschland;Schieräckerstr. 7, 90431 Nürnberg, Deutschland;49.4554641;11.0153339;
52481;Bucher Str. 137;90419;Nürnberg;Deutschland;Bucher Str. 137, 90419 Nürnberg, Deutschland;49.4685311;11.0680797;
52482;Hüttenstr. 100-102;50170;Kerpen;Deutschland;Hüttenstr. 100-102, 50170 Kerpen, Deutschland;50.89865;6.66149;
52483;Heeker Str. 4;49594;Alfhausen;Deutschland;Heeker Str. 4, 49594 Alfhausen, Deutschland;52.5064426;7.953719100000001;
52484;Im Hasseldamm 3;41352;Korschenbroich;Deutschland;Im Hasseldamm 3, 41352 Korschenbroich, Deutschland;51.21691999999999;6.545039999999999;
52485;Lützowstr. 28c;45141;Essen;Deutschland;Lützowstr. 28c, 45141 Essen, Deutschland;51.4663526;7.023945599999999;
52486;Verlängerte Spreestr. 4;15754;Heidesee;Deutschland;Verlängerte Spreestr. 4, 15754 Heidesee, Deutschland;52.314375;13.7867411;
52487;Durmersheimer Str. 190a;76189;Karlsruhe;Deutschland;Durmersheimer Str. 190a, 76189 Karlsruhe, Deutschland;48.99731;8.34564;
52488;Am Saaleschlößchen 7;95145;Oberkotzau;Deutschland;Am Saaleschlößchen 7, 95145 Oberkotzau, Deutschland;50.27673;11.92255;
52489;Holtweg 33;41379;Brüggen;Deutschland;Holtweg 33, 41379 Brüggen, Deutschland;51.2807378;6.1866601;
52490;Oesternweg 12;33415;Verl;Deutschland;Oesternweg 12, 33415 Verl, Deutschland;51.8781679;8.4850355;
52491;Ziegendorfer Chaussee 84;19370;Parchim;Deutschland;Ziegendorfer Chaussee 84, 19370 Parchim, Deutschland;53.4164222;11.8165057;
52492;Falkenweg 12;34266;Niestetal;Deutschland;Falkenweg 12, 34266 Niestetal, Deutschland;51.32144109999999;9.5594676;
52493;Mündener Str. 2;37127;Scheden;Deutschland;Mündener Str. 2, 37127 Scheden, Deutschland;51.4582263;9.715363000000002;
52494;Werner-von-Siemens Nr. 7;50181;Troisdorf;Deutschland;Werner-von-Siemens Nr. 7, 50181 Troisdorf, Deutschland;51.0188788;6.5167885;
52495;Adolf-Silverberg-Str. 41;50181;Bedburg;Deutschland;Adolf-Silverberg-Str. 41, 50181 Bedburg, Deutschland;50.9852;6.570069999999999;
52496;Dahmestr. 5;15749;Mittenwalde;Deutschland;Dahmestr. 5, 15749 Mittenwalde, Deutschland;52.26142;13.57543;
52497;Luckenwaldstr. 5;16244;Finowfurt;Deutschland;Luckenwaldstr. 5, 16244 Finowfurt, Deutschland;52.8546858;13.6751411;
52498;Schnaidwiesenweg 7;74360;Ilsfeld;Deutschland;Schnaidwiesenweg 7, 74360 Ilsfeld, Deutschland;49.0543317;9.2791471;
52499;Vierburgweg 24;18246;Bützow;Deutschland;Vierburgweg 24, 18246 Bützow, Deutschland;53.82966279999999;11.9847913;
52500;Draisstr. 27-29;76461;Muggensturm;Deutschland;Draisstr. 27-29, 76461 Muggensturm, Deutschland;48.88307;8.28214;
52501;Delitzscher Str. 72;06112;Halle;Deutschland;Delitzscher Str. 72, 06112 Halle, Deutschland;51.4775403;12.0105123;
52503;Gewerbestr. 13;49777;Klein Berßen;Deutschland;Gewerbestr. 13, 49777 Klein Berßen, Deutschland;52.77101;7.453240000000001;
52504;In der Au 25;74743;Seckach;Deutschland;In der Au 25, 74743 Seckach, Deutschland;49.43648;9.33972;
52505;Heinsberger Str. 5;57399;Kirchhundem;Deutschland;Heinsberger Str. 5, 57399 Kirchhundem, Deutschland;51.063493;8.1134807;
52506;Meisenfelder Str. 5-9;95030;Hof;Deutschland;Meisenfelder Str. 5-9, 95030 Hof, Deutschland;50.3159169;11.88237;
52507;Sandweg 2;68799;Reilingen;Deutschland;Sandweg 2, 68799 Reilingen, Deutschland;49.30116;8.5808;
52508;Mühlenstr. 37;27324;Eystrup;Deutschland;Mühlenstr. 37, 27324 Eystrup, Deutschland;52.7759107;9.22611;
52509;An den Eichen 13;42699;Solingen;Deutschland;An den Eichen 13, 42699 Solingen, Deutschland;51.15557769999999;7.0252557;
52510;Rhenaniastr. 104-106;68219;Mannheim;Deutschland;Rhenaniastr. 104-106, 68219 Mannheim, Deutschland;49.43694929999999;8.5175475;
52511;Leimengrube 9;74613;Öhringen;Deutschland;Leimengrube 9, 74613 Öhringen, Deutschland;49.2062;9.47498;
52512;Im Schiffelland 18;66386;St. Ingbert;Deutschland;Im Schiffelland 18, 66386 St. Ingbert, Deutschland;49.2669;7.13052;
52513;Duisburger Str. 22;90451;Nürnberg;Deutschland;Duisburger Str. 22, 90451 Nürnberg, Deutschland;49.4052651;11.0502914;
52514;Oldenburger Str. 1;26160;Bad Zwischenahn;Deutschland;Oldenburger Str. 1, 26160 Bad Zwischenahn, Deutschland;53.18046;8.015749999999999;
52515;Birkenallee 92;73655;Pluederhausen;Deutschland;Birkenallee 92, 73655 Pluederhausen, Deutschland;48.7989729;9.5923362;
52516;Hauptstr. 72;91227;Leinburg;Deutschland;Hauptstr. 72, 91227 Leinburg, Deutschland;49.45354;11.30137;
52517;Lauterbachstr. 12;72459;Albstadt;Deutschland;Lauterbachstr. 12, 72459 Albstadt, Deutschland;48.21368;8.94017;
52518;Dorfstraße 42a;17379;Rothemühl;Deutschland;Dorfstraße 42a, 17379 Rothemühl, Deutschland;53.59486;13.82472;
52519;Hurststr. 15;77815;Bühl;Deutschland;Hurststr. 15, 77815 Bühl, Deutschland;48.71573;8.12408;
52520;Longericher Str. 175;50739;Köln;Deutschland;Longericher Str. 175, 50739 Köln, Deutschland;50.9775445;6.925783;
52521;Stuttgarter Str. 145;73061;Ebersbach;Deutschland;Stuttgarter Str. 145, 73061 Ebersbach, Deutschland;48.71318;9.50623;
52522;Auerhahnstr. 24;97659;Schönau;Deutschland;Auerhahnstr. 24, 97659 Schönau, Deutschland;50.3592512;10.1030528;
52523;Ellegardvej 8;6400;Sonderborg;Dänemark;Ellegardvej 8, 6400 Sonderborg, Dänemark;54.9270181;9.797343399999999;
52524;Rehainer Str. 11;06917;Jessen;Deutschland;Rehainer Str. 11, 06917 Jessen, Deutschland;51.7932353;12.9489891;
52525;Am Heggestroever 2 a;52477;Alsdorf;Deutschland;Am Heggestroever 2 a, 52477 Alsdorf, Deutschland;50.88165979999999;6.1705737;
52526;Am Kauf Park 2;37079;Göttingen;Deutschland;Am Kauf Park 2, 37079 Göttingen, Deutschland;51.5280998;9.8810799;
52527;Bannwaldallee 40;76185;Karlsruhe;Deutschland;Bannwaldallee 40, 76185 Karlsruhe, Deutschland;48.9997543;8.369242;
52528;Werner-Siemens Straße 81;22113;Hamburg;Deutschland;Werner-Siemens Straße 81, 22113 Hamburg, Deutschland;53.52856;10.10178;
52529;Weidener Str. 16;93057;Regensburg;Deutschland;Weidener Str. 16, 93057 Regensburg, Deutschland;49.062859;12.1277024;
52530;Hüserstr. 21;59075;Hamm;Deutschland;Hüserstr. 21, 59075 Hamm, Deutschland;51.68733;7.77351;
52531;Interpark Süd 1;76877;Offenbach;Deutschland;Interpark Süd 1, 76877 Offenbach, Deutschland;49.19239;8.215209999999999;
52532;Korschenbroicher Str. 603;41065;Mönchengladbach;Deutschland;Korschenbroicher Str. 603, 41065 Mönchengladbach, Deutschland;51.19743;6.484280099999999;
52533;Am Brückengraben 2;99976;Anrode;Deutschland;Am Brückengraben 2, 99976 Anrode, Deutschland;51.2542037;10.3617;
52534;Gottlieb-Daimler-Str. 3;50181;Bedburg;Deutschland;Gottlieb-Daimler-Str. 3, 50181 Bedburg, Deutschland;51.0117302;6.5796896;
52535;Gewerbehaus Moskau;8262;Ramsen;Schweiz;Gewerbehaus Moskau, 8262 Ramsen, Schweiz;47.7111329;8.8214882;
52536;Heid 42;77855;Achern;Deutschland;Heid 42, 77855 Achern, Deutschland;48.6532479;8.060127999999999;
52537;Molenweg 12;5953;JR Reuver;Schweiz;Molenweg 12, 5953 JR Reuver, Schweiz;51.29119679999999;6.0923115;
52538;Zanati u. 23-25;9700;Szombathely;Ungarn;Zanati u. 23-25, 9700 Szombathely, Ungarn;47.239024;16.645055;
52539;Zeppelinstr. 9;32051;Herford;Deutschland;Zeppelinstr. 9, 32051 Herford, Deutschland;52.1007092;8.6315881;
52540;Kirchpfad 9;58739;Wickede (Ruhr);Deutschland;Kirchpfad 9, 58739 Wickede (Ruhr), Deutschland;51.50194320000001;7.855682499999999;
52541;Herringhauser Str. 37;32051;Herford;Deutschland;Herringhauser Str. 37, 32051 Herford, Deutschland;52.1316061;8.6419046;
52542;Christian-Pommer-Str. 20;38112;Braunschweig;Deutschland;Christian-Pommer-Str. 20, 38112 Braunschweig, Deutschland;52.32031;10.46973;
52543;Hafenstr. 19 u. 20;56575;Weißenthurm;Deutschland;Hafenstr. 19 u. 20, 56575 Weißenthurm, Deutschland;50.41032999999999;7.47402;
52544;Feldstraße 3;19386;Lübz;Deutschland;Feldstraße 3, 19386 Lübz, Deutschland;53.4600765;12.0358897;
52545;Grüner Weg 2 c;17373;Ueckermünde;Deutschland;Grüner Weg 2 c, 17373 Ueckermünde, Deutschland;53.74434;14.0366;
52546;Rudolf-Diesel-Straße 5;91522;Ansbach;Deutschland;Rudolf-Diesel-Straße 5, 91522 Ansbach, Deutschland;49.2573302;10.6154945;
52547;Feldhusstr. 7;27755;Delmenhorst;Deutschland;Feldhusstr. 7, 27755 Delmenhorst, Deutschland;53.01744919999999;8.6510193;
52548;Särke 39;02627;Weißenberg;Deutschland;Särke 39, 02627 Weißenberg, Deutschland;51.1977135;14.6604675;
52549;Ziegelstr. 13;99974;Mühlhausen;Deutschland;Ziegelstr. 13, 99974 Mühlhausen, Deutschland;51.2140988;10.4558858;
52550;Otto-Hahn-Str. 12;77694;Kehl;Deutschland;Otto-Hahn-Str. 12, 77694 Kehl, Deutschland;48.59398;7.827990000000001;
52551;Gewerbering 31a;49393;Lohne/Rießel;Deutschland;Gewerbering 31a, 49393 Lohne/Rießel, Deutschland;52.662064;8.21092;
52552;Wasserfuhr 6;51688;Wipperfürth;Deutschland;Wasserfuhr 6, 51688 Wipperfürth, Deutschland;51.12817;7.439229999999999;
52553;Sommerfelder Str. 73;04316;Leipzig;Deutschland;Sommerfelder Str. 73, 04316 Leipzig, Deutschland;51.3259297;12.4354688;
52554;Carl-Zeiss-Str. 36;28816;Stuhr;Deutschland;Carl-Zeiss-Str. 36, 28816 Stuhr, Deutschland;53.02372;8.767009999999999;
52555;Indurstiestr. 7;65779;Kelkheim;Deutschland;Indurstiestr. 7, 65779 Kelkheim, Deutschland;50.12247;8.464699999999999;
52556;Leibziger Straße 3;14641;Wustermark;Deutschland;Leibziger Straße 3, 14641 Wustermark, Deutschland;52.5571771;12.9704225;
52557;Rudolf-Diesel-Str.;56751;Polch;Deutschland;Rudolf-Diesel-Str., 56751 Polch, Deutschland;50.311454;7.311133499999999;
52558;Mainzer Str. 178;67547;Worms;Deutschland;Mainzer Str. 178, 67547 Worms, Deutschland;49.661542;8.361382299999999;
52559;Boschstraße 9;37412;Herzberg am Harz;Deutschland;Boschstraße 9, 37412 Herzberg am Harz, Deutschland;51.64037;10.31804;
52560;Heimertinger Str. 10;87700;Memmingen;Deutschland;Heimertinger Str. 10, 87700 Memmingen, Deutschland;48.0123515;10.1661995;
52561;Am Bahnhof 74;27239;Twistringen;Deutschland;Am Bahnhof 74, 27239 Twistringen, Deutschland;52.7872855;8.6356542;
52562;Lise-Meitner-Straße 14;63457;Hanau;Deutschland;Lise-Meitner-Straße 14, 63457 Hanau, Deutschland;50.1114778;8.934742;
52563;Hauptstr. 1-3;91233;Neunkirchen;Deutschland;Hauptstr. 1-3, 91233 Neunkirchen, Deutschland;49.5254318;11.3180834;
52564;Kleinwellenfeld 18;59229;Ahlen;Deutschland;Kleinwellenfeld 18, 59229 Ahlen, Deutschland;51.73802;7.877899999999999;
52565;Auf der Saar 4;55276;Oppenheim;Deutschland;Auf der Saar 4, 55276 Oppenheim, Deutschland;49.8480347;8.3580133;
52566;Albachinger Str. 3;83539;Pfaffing / Forsting;Deutschland;Albachinger Str. 3, 83539 Pfaffing / Forsting, Deutschland;48.08279;12.09096;
52567;Niederhechinger Str. 3;72379;Hechingen;Deutschland;Niederhechinger Str. 3, 72379 Hechingen, Deutschland;48.35702;8.962579999999999;
52568;Lentföhrdener Straße 7;24576;Weddelbrook;Deutschland;Lentföhrdener Straße 7, 24576 Weddelbrook, Deutschland;53.897918;9.8334919;
52569;Europastrasse 2;77933;Lahr;Deutschland;Europastrasse 2, 77933 Lahr, Deutschland;48.34722;7.82618;
52570;Auf dem Hüttenberg 9;35428;Langgöns- Niederkleen;Deutschland;Auf dem Hüttenberg 9, 35428 Langgöns- Niederkleen, Deutschland;50.4744518;8.6291143;
52571;Zillenhardtstr. 41;73037;Göppingen/Eschenbach;Deutschland;Zillenhardtstr. 41, 73037 Göppingen/Eschenbach, Deutschland;48.6674537;9.681028399999999;
52572;Waldshuter Straße 37;78176;Blumberg;Deutschland;Waldshuter Straße 37, 78176 Blumberg, Deutschland;47.83141;8.54887;
52573;Industriestr. 8-14;45739;Oer-Erkenschwick;Deutschland;Industriestr. 8-14, 45739 Oer-Erkenschwick, Deutschland;51.63573;7.275309999999998;
52574;Globusring 1;18184;Roggentin;Deutschland;Globusring 1, 18184 Roggentin, Deutschland;54.0753068;12.2014826;
52575;Tucheimer Strasse 5;39126;Magdeburg;Deutschland;Tucheimer Strasse 5, 39126 Magdeburg, Deutschland;52.2053635;11.6585438;
52576;Wenderter Str. 12;31157;Sarstedt;Deutschland;Wenderter Str. 12, 31157 Sarstedt, Deutschland;52.2335475;9.8394987;
52577;Pollhornweg 17;21107;Hamburg;Deutschland;Pollhornweg 17, 21107 Hamburg, Deutschland;53.4838655;9.98646;
52578;Lötschengasse 1;97355;Weisenbronn;Deutschland;Lötschengasse 1, 97355 Weisenbronn, Deutschland;49.74563999999999;10.3071583;
52579;Annaberger Str. 63;08297;Zwönitz;Deutschland;Annaberger Str. 63, 08297 Zwönitz, Deutschland;50.62772;12.8282001;
52580;Drüsedau Nr. 72;39606;Bretsch;Deutschland;Drüsedau Nr. 72, 39606 Bretsch, Deutschland;52.8559366;11.6922539;
52581;Mermbacher Str. 24;42477;Radevormwald;Deutschland;Mermbacher Str. 24, 42477 Radevormwald, Deutschland;51.20367350000001;7.3745539;
52582;Wöhrmannstr. 15;47546;Kalkar;Deutschland;Wöhrmannstr. 15, 47546 Kalkar, Deutschland;51.70415999999999;6.33979;
52583;Dellbrückstr. 1;47623;Kevelaer;Deutschland;Dellbrückstr. 1, 47623 Kevelaer, Deutschland;51.56187;6.2592969;
52584;Meierweg 3;32108;Bad Salzuflen;Deutschland;Meierweg 3, 32108 Bad Salzuflen, Deutschland;52.0455396;8.7591245;
52585;Rosmarienweg 27;86156;Augsburg;Deutschland;Rosmarienweg 27, 86156 Augsburg, Deutschland;48.39742829999999;10.8496609;
52586;Leester Str. 87;28844;Weyhe;Deutschland;Leester Str. 87, 28844 Weyhe, Deutschland;52.99346320000001;8.8162898;
52587;Wüppings Weide 1;46395;Bocholt;Deutschland;Wüppings Weide 1, 46395 Bocholt, Deutschland;51.8093233;6.572146699999999;
52588;Hermann-Bahlsen-Str. 2;30890;Barsinghausen;Deutschland;Hermann-Bahlsen-Str. 2, 30890 Barsinghausen, Deutschland;52.3141094;9.4634161;
52589;Im Gohl 12;56751;Polch;Deutschland;Im Gohl 12, 56751 Polch, Deutschland;50.31364929999999;7.3154092;
52590;Industriestr. 36;79194;Gundelfingen;Deutschland;Industriestr. 36, 79194 Gundelfingen, Deutschland;48.0441405;7.8592249;
52591;Geestemünder Str. 41;50735;Köln;Deutschland;Geestemünder Str. 41, 50735 Köln, Deutschland;51.0028005;6.9532441;
52592;Woltersdorfer Straße 32;39175;Körbelitz;Deutschland;Woltersdorfer Straße 32, 39175 Körbelitz, Deutschland;52.17431999999999;11.77698;
52593;Neustadter Str. 100;67112;Mutterstadt;Deutschland;Neustadter Str. 100, 67112 Mutterstadt, Deutschland;49.436;8.32017;
52594;Berliner Str. 10;72458;Albstadt;Deutschland;Berliner Str. 10, 72458 Albstadt, Deutschland;48.20629;9.03144;
52595;Krummer Weg 2;17291;Prenzlau;Deutschland;Krummer Weg 2, 17291 Prenzlau, Deutschland;53.3387337;13.8695817;
52596;Jahnstr. 10;88214;Ravensburg;Deutschland;Jahnstr. 10, 88214 Ravensburg, Deutschland;47.7798628;9.6046017;
52597;Talstr. 10;45739;Oer Erkenschwick;Deutschland;Talstr. 10, 45739 Oer Erkenschwick, Deutschland;51.6490793;7.2744176;
52598;Wöhlerstraße 9;22113;Hamburg;Deutschland;Wöhlerstraße 9, 22113 Hamburg, Deutschland;53.53755;10.08439;
52599;Castroper Straße 228;44791;Bochum;Deutschland;Castroper Straße 228, 44791 Bochum, Deutschland;51.49173529999999;7.2448433;
52600;Werftstraße 12;76189;Karlsruhe;Deutschland;Werftstraße 12, 76189 Karlsruhe, Deutschland;49.01661379999999;8.3401402;
52601;Gottlieb-Daimler-Straße 14;68165;Mannheim;Deutschland;Gottlieb-Daimler-Straße 14, 68165 Mannheim, Deutschland;49.47334;8.4949362;
52602;Zur Aumundswiese 19;28279;Bremen;Deutschland;Zur Aumundswiese 19, 28279 Bremen, Deutschland;53.02668999999999;8.85691;
52603;Magdeburger Chaussee 99;39288;Burg;Deutschland;Magdeburger Chaussee 99, 39288 Burg, Deutschland;52.2578975;11.841312;
52604;Industriegebiet Brühl 24;74834;Elztal-Dallau;Deutschland;Industriegebiet Brühl 24, 74834 Elztal-Dallau, Deutschland;50.8267554;6.898786599999999;
52605;An der Autobahn 1;39171;Sülzetal / OT Osterweddingen;Deutschland;An der Autobahn 1, 39171 Sülzetal / OT Osterweddingen, Deutschland;52.05215880000001;11.6016244;
52606;Rietberger Straße 22;33449;Langenberg;Deutschland;Rietberger Straße 22, 33449 Langenberg, Deutschland;51.7766569;8.326272699999999;
52607;Schmiedestraße 1;39167;Ochmersleben;Deutschland;Schmiedestraße 1, 39167 Ochmersleben, Deutschland;52.1563953;11.4051744;
52608;Hechtskuhl 7;23992;Neukloster;Deutschland;Hechtskuhl 7, 23992 Neukloster, Deutschland;53.8729282;11.6893013;
52609;Industriestraße 2;76684;Östringen;Deutschland;Industriestraße 2, 76684 Östringen, Deutschland;49.2127139;8.691606499999999;
52610;Am Schlufter 2;99310;Wachsenburggemeinde;Deutschland;Am Schlufter 2, 99310 Wachsenburggemeinde, Deutschland;50.8519933;10.8499586;
52611;Silberbachweg 27;04626;Drosen;Deutschland;Silberbachweg 27, 04626 Drosen, Deutschland;50.9061047;12.248968;
52612;Habichtshöfe 8;74219;Möckmühl;Deutschland;Habichtshöfe 8, 74219 Möckmühl, Deutschland;49.2951274;9.370239699999999;
52613;Brehnaer Str. 10;06188;Landsberg;Deutschland;Brehnaer Str. 10, 06188 Landsberg, Deutschland;51.5417407;12.1762236;
52614;Bamberger Str. 90;91413;Neustadt / Aisch;Deutschland;Bamberger Str. 90, 91413 Neustadt / Aisch, Deutschland;49.58773;10.6224601;
52615;An den Quellen 1;04838;Eilenburg;Deutschland;An den Quellen 1, 04838 Eilenburg, Deutschland;51.47358999999999;12.60587;
52616;An der Zeil 12;74906;Bad Rappenau;Deutschland;An der Zeil 12, 74906 Bad Rappenau, Deutschland;49.2548487;9.047582799999999;
52617;Eifel-Maar-Park 13;56766;Ulmen;Deutschland;Eifel-Maar-Park 13, 56766 Ulmen, Deutschland;50.21126049999999;6.9637958;
52618;Rudolf-Diesel-Str. 12;54516;Wittlich;Deutschland;Rudolf-Diesel-Str. 12, 54516 Wittlich, Deutschland;49.9836026;6.9092908;
52619;Oppelner Str. 2;41199;Mönchengladbach;Deutschland;Oppelner Str. 2, 41199 Mönchengladbach, Deutschland;51.1249848;6.4459145;
52620;Deutscher Ring 30;47327;Wuppertal;Deutschland;Deutscher Ring 30, 47327 Wuppertal, Deutschland;51.2494127;7.098390999999999;
52621;Gewerbehof 16;17087;Altentreptow;Deutschland;Gewerbehof 16, 17087 Altentreptow, Deutschland;53.6873546;13.2632832;
52622;Postbus 1268;3890;BB Zeewolde;Niederlande;Postbus 1268, 3890 BB Zeewolde, Niederlande;52.331128;5.540495;
52623;Mittelweg 24-26;56566;Neuwied;Deutschland;Mittelweg 24-26, 56566 Neuwied, Deutschland;50.43877999999999;7.50826;
52624;Einsteinstr. 132 - 140;06785;Oranienbaum bei Dessau;Deutschland;Einsteinstr. 132 - 140, 06785 Oranienbaum bei Dessau, Deutschland;51.8094718;12.3462233;
52625;Hafenstr. 46;39340;Haldensleben;Deutschland;Hafenstr. 46, 39340 Haldensleben, Deutschland;52.2761602;11.4176146;
52626;Schulze-Delitzsch-Str. 11;46359;Heiden;Deutschland;Schulze-Delitzsch-Str. 11, 46359 Heiden, Deutschland;51.8190099;6.9494469;
52627;Auf Schafroth 5;56814;Faid;Deutschland;Auf Schafroth 5, 56814 Faid, Deutschland;50.1425727;7.1172204;
52628;Hinter Stöck 18;72406;Bisingen;Deutschland;Hinter Stöck 18, 72406 Bisingen, Deutschland;48.31818;8.91907;
52629;In der Krone 9;58099;Hagen;Deutschland;In der Krone 9, 58099 Hagen, Deutschland;51.40678;7.477049999999999;
52630;Bremerstraße 66;27798;Hude;Deutschland;Bremerstraße 66, 27798 Hude, Deutschland;53.09697999999999;8.31517;
52631;Allmenweg 12;78194;Immendingen;Deutschland;Allmenweg 12, 78194 Immendingen, Deutschland;47.9259931;8.6964185;
52632;Gewerbeallee 11;19089;Crivitz;Deutschland;Gewerbeallee 11, 19089 Crivitz, Deutschland;53.56450659999999;11.6669494;
52633;Gewerbegebiet Nord;17291;Prenzlau;Deutschland;Gewerbegebiet Nord, 17291 Prenzlau, Deutschland;53.345718;13.871005;
52634;Oberer Schloßgarten 6;70173;Stuttgart;Deutschland;Oberer Schloßgarten 6, 70173 Stuttgart, Deutschland;48.78055;9.184750000000001;
52635;Vareler Str. 25;26349;Jade;Deutschland;Vareler Str. 25, 26349 Jade, Deutschland;53.33975520000001;8.1875004;
52636;Verkehrshof 9;14478;Potsdam;Deutschland;Verkehrshof 9, 14478 Potsdam, Deutschland;52.3555;13.11337;
52637;Ringstraße 24;04617;Starkenberg - Kleinröda;Deutschland;Ringstraße 24, 04617 Starkenberg - Kleinröda, Deutschland;51.0055498;12.2952857;
52638;Untere Eschstraße 27;49179;Ostercappeln;Deutschland;Untere Eschstraße 27, 49179 Ostercappeln, Deutschland;52.3702222;8.2201;
52639;Fronhofstraße 30;52146;Würselen;Deutschland;Fronhofstraße 30, 52146 Würselen, Deutschland;50.8396;6.181159999999999;
52640;Schulstr. 1-23;51103;Köln;Deutschland;Schulstr. 1-23, 51103 Köln, Deutschland;50.9386876;7.019761099999999;
52641;Z.I. Route d´Epinant;52140;Montigny-Le-Roi;Frankreich;Z.I. Route d´Epinant, 52140 Montigny-Le-Roi, Frankreich;47.998663;5.454275;
52642;Schwerzer Straße;06188;Niemberg;Deutschland;Schwerzer Straße, 06188 Niemberg, Deutschland;51.539342;12.1681248;
52643;Lützelwiesen 9;35428;Langgöns;Deutschland;Lützelwiesen 9, 35428 Langgöns, Deutschland;50.4952639;8.6511815;
52644;Postfach 10 12 64;44012;Dortmund;Deutschland;Postfach 10 12 64, 44012 Dortmund, Deutschland;51.5135872;7.465298100000001;
52645;Zubermoosstr. 85;78733;Aichhalden-Rötenberg;Deutschland;Zubermoosstr. 85, 78733 Aichhalden-Rötenberg, Deutschland;48.29289;8.42313;
52646;Auf den Steinen 3;56727;Mayen- Kürrenberg;Deutschland;Auf den Steinen 3, 56727 Mayen- Kürrenberg, Deutschland;50.3382388;7.1605832;
52647;Saynstraße 11;57610;Altenkirchen;Deutschland;Saynstraße 11, 57610 Altenkirchen, Deutschland;50.68681770000001;7.6469464;
52648;Gewerbestr. 6;26845;Nortmoor;Deutschland;Gewerbestr. 6, 26845 Nortmoor, Deutschland;53.260775;7.545190300000001;
52649;Auf dem Platen 10;49326;Melle;Deutschland;Auf dem Platen 10, 49326 Melle, Deutschland;52.21764;8.26965;
52650;Brunecker Str. 98;90461;Nürnberg;Deutschland;Brunecker Str. 98, 90461 Nürnberg, Deutschland;49.42358489999999;11.0978736;
