Id,RefLmsAddressNumber,Lat,Lng,Street1,PostalCode,City,CountryId
14348,53735,48.28828000000001,11.56621,Gulenbergstr. 1,85716,Unterschleißheim,1
14349,53736,49.1125865,9.1315131,Nordstr. 6,74226,Nordheim,1
14350,53737,51.89774,9.4042,Hohe Brücke 3,37647,Polle,1
14351,53738,47.7598355,9.302417799999999,Alte Neufracher Str. 100,88682,Salem,1
14352,53739,48.81887,9.080169999999999,Zeißstr. 9,71254,Ditzingen,1
14353,53740,48.1380949,11.6365479,Zamilastr. 11,81677,München,1
14354,53741,52.9156,8.804960099999999,Industriestr. 1-9,28857,Syke,1
14355,53742,50.0805892,7.130350099999999,Am Moselstausee 19,56858,St. Aldegund,1
14356,53743,54.0898717,9.997943099999999,Jahnstraße 2,24536,Neumünster,1
14357,53744,52.2544762,13.3771846,Schulzendorfer Str. 20,15806,Zossen OT Glienick,1
14358,53745,48.9048686,11.9113104,Süd-Chemie-Str. 3,93309,Kelheim,1
14359,53746,50.6959891,5.6265595,Rue de l'abbaye 25 ZI DES HAUTS SARTS,4040,Herstal,10
14360,53747,53.5050172,10.086148,Amandus-Stubbe-Str. 10,22113,Hamburg,1
14361,53748,49.4218752,9.445891099999999,Industriepark 9-11,74706,Osterburken,1
14362,53749,48.8172228,9.2975235,Essener Str.,71332,Waiblingen,1
14363,53750,53.97570589999999,13.130548,Lange Reihe 27,17121,Loitz,1
14364,53751,49.8432381,10.0165483,Wachtelberg 12,97273,Kürnach,1
14365,53752,52.1041107,13.9090797,Am Strand 1,15913,Märkische Heide,1
14366,53753,51.9976991,9.7980661,Brunker Stieg 2 - 4,31061,Alfeld (Leine),1
14367,53754,50.53508919999999,9.7187435,Philipp-Reis-Str. 7,36093,Künzell,1
14368,53755,51.4321304,7.027500799999999,Kaninenberghöhe 50,45136,Essen,1
14369,53756,49.33825,12.4051,Industriestr. 15,92431,Neunburg vorm Wald,1
14370,53757,48.3643617,9.940876399999999,Maybachstr. 14,89079,Ulm,1
14371,53758,51.56686999999999,8.3337,Wünschelburger Straße 1,59609,Anröchte,1
14372,53759,51.6092802,7.760326099999999,Robert Bosch Str. 5,59199,Bönen,1
14373,53760,46.6648712,10.5844564,Vinschgaustraße 4/A,39021,Schluderns,9
14374,53761,51.5942926,7.9511948,Pappelallee 27,59514,Welver - Flerke,1
14375,53762,47.9666966,13.0122678,Irlach 2,5151,Nußdorf am Haunsberg,3
14376,53763,48.32952700000001,8.463845899999999,Reutiner Str. 14,72275,Alpirsbach,1
14377,53764,50.97964870000001,14.6154638,Zittauer Straße 25,02727,Neugersdorf,1
14378,53765,51.70639000000001,7.39095,Selmerstr. 28 B,59399,Olfen,1
14379,53766,54.0472107,9.9870506,Krokamp 52,24539,Neumünster,1
14380,53767,52.79259,8.64691,Sulinger Str. 1,27239,Twistringen,1
14381,53768,48.1909208,11.3804426,Industriestr. 7,82194,Gröbenzell,1
14382,53769,51.6446216,6.9976521,Polsumer Weg 38,46282,Dorsten,1
14383,53770,51.3209805,13.3267227,Glaubitzer Str. 1,01619,Röderau,1
14384,53771,47.81788890000001,13.0611461,Robinigstr. 57,5020,Salzburg,3
14385,53772,48.71435,11.15949,Dorfstr. 16,86633,Neuburg,1
14386,53773,48.51803,10.91221,Kapellenstr. 20,86447,Todtenweis/Sand,1
14387,53774,48.61470670000001,9.8112841,Neuwiesenstr. 15 u. 18,73312,Geislingen,1
14388,53775,48.71928,8.11922,Hurststraße 4,77815,Bühl,1
14389,53776,50.84684,8.12637,Lindestr. 2,57234,Wilnsdorf,1
14390,53777,51.3853659,7.4444729,Sporbeckerweg 3-5,58089,Hagen,1
14391,53778,48.02877100000001,7.8538112,Hans-Bunte-Str. 11,79108,Freiburg,1
14392,53779,52.5567132,13.5455477,Schkopauer Ring 5,12681,Berlin,1
14393,53780,52.2121274,8.8780343,Ellernstraße 18,32457,Porta Westfalica,1
14394,53781,52.426108,9.4458319,Luther Weg 50,31515,Wunstorf,1
14395,53782,51.9840946,6.9129461,Hegebrockstraße 83,48703,Stadtlohn,1
14396,53783,49.7570437,10.1751671,Am Dreistock 17,97318,Kitzingen,1
14397,53784,50.73887,11.8913,Alter Weidaer Weg 1,07819,Triptis,1
14398,53785,50.048119,8.2058287,Alte Schmelze 14,65201,Wiesbaden,1
14399,53786,50.0093,10.18515,Goethestr. 4,97493,Bergrheinfeld,1
14400,53787,50.23746999999999,10.8708,Seeleitenstraße 27,96479,Weitramsdorf,1
14401,53788,52.5918005,13.4203993,Buchholzer Str. 47- 54,13156,Berlin,1
14402,53789,51.58401019999999,7.215115099999999,Herner Str. 245,45659,Recklinghausen,1
14403,53790,47.4901677,12.0843623,Lattellaplatz 1,6300,Wörgel,3
14404,53791,52.26071,8.09348,Hettlicher Masch 15-17,49084,Osnabrück,1
14405,53792,49.84066379999999,8.1274822,Schornsheimer Chaussee 11,55286,Wörrstadt,1
14406,53793,52.47629999999999,8.03679,Südesch 11,49597,Rieste,1
14407,53794,53.2430381,7.528436999999998,Kupferstr. 7,26789,Leer,1
14408,53795,54.6178811,9.362947799999999,Westerreihe 2 b,24852,Eggebek,1
14409,53796,50.6737366,13.121993,Hoflindenstr. 5,09429,Hilmersdorf,1
14410,53797,53.5264276,9.9487773,Rossweg 20,20457,Hamburg,1
14411,53798,49.5013906,8.5056598,Forster Str. 8,68309,Mannheim,1
14412,53799,49.3695726,8.2483072,Gottlieb-Duttenhöfer-Str.,67454,Haßloch /Pfalz,1
14413,53800,51.3071322,9.538004299999999,Osterholzstr. 52,34123,Kassel,1
14414,53801,53.3851119,10.1041254,Kulbekstieg 2,21435,Stelle,1
14415,53802,52.42734840000001,16.9775432,ul. Gdynska 31-33,61-016,Poznan,5
14416,53803,51.3041737,13.5429616,Zum Fliegerhorst 9,01558,Großenhain,1
14417,53804,51.5433674,9.8869405,Karl-Arnold-Str. 9 - 11,37079,Göttingen,1
14418,53805,54.3026633,13.0270335,Am Feldrain 1,18437,Stralsund,1
14419,53806,51.97568,8.050049999999999,Robert-Bosch-Str. 9,48336,Sassenberg,1
14420,53807,49.78835,10.03228,Kitzinger Str. 5,97228,Rottendorf,1
14421,53808,49.3185703,7.085343399999999,Am Güterbahnhof 12,66299,Friedrichsthal,1
14422,53809,48.5827987,11.0876207,Am Graben 20,86554,Pöttmes,1
14423,53810,48.14331,11.60418,Cuvilliestr. 14,81679,München,1
14424,53811,49.53676,8.0258,Pfaffenhecke 21,67305,Ramsen,1
14425,53812,49.2338319,7.2782176,Im großen Gunterstal 24,66440,Blieskastel,1
14426,53813,52.31840099999999,13.4726472,Gewerbegebiet Weidendamm,15831,Groß Kienitz,1
14427,53814,49.92222,8.74509,Roßdörfer Straße 48,64409,Messel,1
14428,53815,48.9423658,10.5981393,Munninger Str. 10 1/3,86732,Oettingen,1
14429,53816,50.4749182,11.6071942,Unterlemnitz - Neue Straße 4,07356,Bad Lobenstein,1
14430,53817,51.0493305,14.2218988,Bischofswerdaer Str. 133,01844,Neustadt OT Berthelsdorf,1
14431,53818,50.9653561,7.1829025,Barbarastr. 2,51429,Bergisch Gladbach,1
14432,53819,51.442632,6.7254624,Am Blumenkampshof 81,47059,Duisburg,1
14433,53820,51.5503066,6.1927274,Gerberweg 125,47624,Kevelaer,1
14434,53821,51.1098279,13.7344181,Hellerstr. 64c,01109,Dresden,1
14435,53822,51.79689,8.26104,Höchtestr. 22,33378,Rheda-Wiedenbrück,1
14436,53823,47.8495546,12.145008,Eichenweg 36,83022,Rosenheim,1
14437,53824,48.9213411,9.1456246,Maybachstraße 7/9,71634,Ludwigsburg,1
14438,53825,49.4773506,11.1161684,Klingenhofstr. 70,90411,Nürnberg,1
14439,53826,48.0546999,12.7701614,Göllstraße 1,84529,Tittmoning,1
14440,53827,49.10308000000001,8.89648,Sulzfelder Straße 34,75031,Eppingen/Mühlbach,1
14441,53828,48.23562,8.42072,Dr.-Kurt-Steim-Str. 23,78713,Schramberg,1
14442,53829,48.28847709999999,10.8988772,Beethovenstr. 10,86343,Königsbrunn,1
14443,53830,52.68743,8.22139,Bakumer Str. 118,49393,Lohne,1
14444,53831,48.6723407,9.372019,Heinrich-Otto-Str. 13,73240,Wendlingen,1
14445,53832,51.6445618,10.4923444,Odertal 34,37431,Bad Lauterberg,1
14446,53833,48.5642471,8.6963498,Niedenbach 53,72229,Rohrdorf/Nagold,1
14447,53834,50.03671019999999,10.1957797,Nutzweg 33d,97424,Schweinfurt,1
14448,53835,52.16649,9.26325,Steinbrinksweg 37,31833,Hess. Oldendorf,1
14449,53836,49.11054069999999,7.090851,3 rue Gutenberg,57200,Sarreguemines,2
14450,53837,51.52979,7.08995,Wiesmannstr. 52,45881,Gelsenkirchen,1
14451,53838,47.7249,10.31585,Fischerstraße 14,87435,Kempten,1
14452,53839,48.29639,10.1396599,Daimlerstraße 43,89264,Weißenhorn,1
14453,53840,50.9771928,7.7109649,Am Rauhen Hanh 13,51580,Reichshof,1
14454,53841,48.56181979999999,10.6823692,Hauptstr. 4,86637,Wertingen,1
14455,53842,51.49765,8.3439401,Walter-Rathenau-Ring 52,59581,Warstein-Belecke,1
14456,53843,52.6100697,13.5264103,Rudolf-Diesel-Straße 7,16356,Ahrensfelde,1
14457,53844,49.47146,8.4954,Fahrlachstraße 11-25,68165,Mannheim,1
14458,53845,53.0237759,8.866467,Arster Hemm 66,28279,Bremen,1
14459,53846,53.0790581,7.388850799999999,Am Stadtpark 45,26871,Papenburg,1
14460,53847,48.54995,7.836969999999999,Boschstr. 6,77694,Kehl,1
14461,53848,50.4235933,8.019666599999999,Vor den Eichen 12,65604,Elz,1
14462,53849,49.89849719999999,7.9020173,An den Nahewiesen 15,55450,Langenlonsheim,1
14463,53850,48.7899913,9.8723672,Woltäckarstr. 6,73529,Schwäbisch,1
14464,53851,49.76940580000001,6.5859746,Bergstraße 12,54311,Trierweiler,1
14465,53852,49.996994,12.2914858,Am Sauerbrunn 2,95652,Waldsassen,1
14466,53853,51.0206676,12.8825453,Naundorfer Str. 2,09306,Erlau OT Naundorf,1
14467,53854,51.2751704,6.512371799999999,Hans-Martin-Schleyer Str. 4,47877,Willich,1
14468,53855,50.878668,12.1730568,Wiesenring 7,07554,Korbußen,1
14469,53856,51.4442489,7.0865597,Pläßweidenweg 24,45279,Essen,1
14470,53857,51.46060019999999,12.5907241,Gustav-Adolf-Ring 3,04838,Eilenburg,1
14471,53858,50.486579,7.752595599999999,Grubenstr. 1,56424,Mogendorf,1
14472,53859,50.87052,6.752079999999999,Heisenbergstr. 20 / Industriegebiet 2,50169,Kerpen- Türnich,1
14473,53860,49.417846,8.2779613,Hauptstr. 23,67126,Hochdorf,1
14474,53861,51.1044511,4.7988225,Witte Gracht 17,B-2222,Wiekevorst/Heist-Op-Den-Berg,10
14475,53862,49.1846323,7.582446699999999,Blocksbergstr. 160,66955,Pirmasens,1
14476,53863,50.8456145,10.9562847,Bierweg 11,99310,Arnstadt,1
14477,53864,51.3473295,7.437903200000001,Schlackenmühle 2-4,58135,Hagen,1
14478,53865,51.28599999999999,14.1915,Am Eichelberg 10a,01920,Nebelschütz / OT Piskowitz,1
14479,53866,50.26472,11.94069,Kautzendorferstr. 24,95145,Oberkotzau,1
14480,53867,50.7641801,8.052768499999999,Freier-Grund-Str. 125,57299,Burbach-Wahlbach,1
14481,53868,48.75031,8.03715,Körnersbühnd 2,77836,Rheinmünster,1
14482,53869,47.6762638,12.1847161,Oberweidau 10,6343,Erl,3
14483,53870,49.637512,8.6179112,Tiergartenstraße 4,64646,Heppenheim,1
14484,53871,48.47522439999999,8.9505078,Bellinostr. 15,72108,Rottenburg,1
14485,53872,51.5547798,8.148636699999999,Overweg 22,59494,Soest,1
14486,53873,49.7061609,9.842551,Röckertstr. 17,97271,Kleinrinderfeld,1
14487,53874,53.4360941,10.5488948,Katthof 4,21483,Lütau,1
14488,53875,51.5691685,8.1191838,Kurze Str. 13,59494,Soest,1
14489,53876,52.3890836,13.7999913,Eichenstr. C2,15537,Grünheide (Mark),1
14490,53877,52.3923091,13.5438984,Alexander-Meißner-Str. 70,12526,Berlin,1
14491,53878,51.33073779999999,13.3672182,Industriestraße A7,01612,Glaubitz,1
14492,53879,50.29473590000001,10.562641,Hauptstr. 12,97633,Trappstadt-Alsleben,1
14493,53880,51.6001084,10.2520986,Vor dem Heller 18,37434,Wollershausen,1
14494,53881,47.85475,12.96025,Breslauerstrasse 44,83395,Freilassing,1
14495,53882,51.1720967,6.9159963,Ellerstr. 155,40721,Hilden,1
14496,53883,52.3146897,13.2762989,Am Birkengrund 12,14974,Ludwigsfelde,1
14497,53884,51.8383795,9.075104399999999,Heinrich Spier Str. 26,32839,Steinheim/ Bergheim,1
14498,53885,47.3052839,9.6188655,Interpark Focus 50,6832,Röthis,3
14499,53886,51.4841244,6.090194899999999,Herenbosweg 45,5962,NW Horst,8
14500,53887,49.3930534,11.0457304,Duisburger Strasse 130,90451,Nürnberg,1
14501,53888,53.12415129999999,11.2903163,OT Klein-Schölen Ausbau 11,19303,Dömitz/ Elbe,1
14502,53889,50.7475,12.28213,Hohe Straße 39,08428,Langenbernsdorf,1
14503,53890,51.4436265,6.763255999999999,Max-Peters-Straße 20,47059,Duisburg,1
14504,53891,48.95659329999999,8.512829199999999,Kleinsteinbacher Str. 44,76228,Karlsruhe,1
14505,53892,51.56089,7.214259999999999,Am Stadthafen 22,45663,Recklinghausen,1
14506,53893,50.8357356,4.8488409,Leuvensesteenweg 212,3370,Boutersem,10
14507,53894,47.199738,9.501937700000001,Schaanerstr. 79,9487,Bendern,25
14508,53895,48.8412106,8.2510873,Mercedesstraße 1,76437,Rastatt,1
14509,53896,50.321008,11.112257,Halskestr. 7,96465,Neustadt b. Coburg,1
14510,53897,51.8626839,8.3221329,In der Mark 2,33378,Rheda-Wiedenbrück,1
14511,53898,52.33656999999999,9.19486,Industriestraße 2a,31655,Stadthagen,1
14512,53899,48.0033673,9.1522449,Veritasring 15,88605,Meßkirch,1
14513,53900,48.52825139999999,7.789650099999999,"12, rue de Bayonne",67100,Strasbourg,2
14514,53901,51.1669881,6.5915778,Hauptstr. 1,41352,Korschenbroich,1
14515,53902,47.79629200000001,10.6160439,Industriepark Wertachstr. 25,87616,Marktoberdorf,1
14516,53903,50.169903,8.583305,Daimlerstr. 3,61449,Steinbach,1
14517,53904,48.13445830000001,7.6571414,Endinger Straße 14,79346,Endinger,1
14518,53905,53.633,10.1064901,Sperbertwiete 6,22175,Hamburg,1
14519,53906,48.6777418,7.928611499999999,Rheinstraße 110,77866,Rheinau-Freistett,1
14520,53907,48.8926256,8.3173391,Daimlerstr. 2,76316,Malsch,1
14521,53908,54.3131613,9.7798968,Kielerstrasse 33,24790,Ostenfeld,1
14522,53909,48.5764544,8.1697788,Grimmerswaldstr. 4,77889,Seebach,1
14523,53910,50.8691522,8.001280099999999,Auf der Schemscheid 22-26,57072,Siegen,1
14524,53911,51.3408321,6.2005003,Heidweg 37,41334,Nettetal,1
14525,53912,47.89342,8.431450000000002,Dürbenstraße 12,78199,Bräunlingen-Döggingen,1
14526,53913,50.5986944,12.3309548,Kaltes Feld 12,08468,Heinsdorfergrund,1
14527,53914,52.54425999999999,11.63492,Staatser Dorfstrasse 1,39576,Hansestadt Stendal OT Staats,1
14528,53915,54.7962,9.36905,Am Oxer 28B,24955,Harrislee,1
14529,53916,48.86574,9.17199,Friedenstr. 6,70806,Kornwestheim,1
14530,53917,49.4817225,8.4421951,Berliner Str. 29,67059,Ludwigshafen,1
14531,53918,51.9738113,5.3101077,Lage Maat 9,3961,Wijk bij Duurstede,8
14532,53919,51.2375654,6.8224189,Schlüterstr. 1,40235,Düsseldorf,1
14533,53920,51.4832912,8.4333913,Industriestr. 30,59602,Rüthen,1
14534,53921,49.54163,9.7366055,Deubacher Str. 1,97922,Lauda Königshofen,1
14535,53922,51.1639541,7.085959900000001,Lüneschloßstraße10,42657,Solingen,1
14536,53923,49.3292178,8.534825099999999,Brühler Str. 3,68766,Hockenheim,1
14537,53924,51.2713506,8.855557,Medebacher Landstr. 14 -20,34497,Korbach,1
14538,53925,51.83973,6.27197,Beiersdorfstr. 4,46446,Emmerich,1
14539,53926,52.21512,10.49922,Dieselstr. 3,38122,Braunschweig,1
14540,53927,51.4927903,13.78832,Wilhelm-Külz-Straße 21,01979,Lauchhammer-Ost,1
14541,53928,51.7707293,7.4334182,Seeweg 12,59348,Lüdinghausen,1
14542,53929,49.9820907,6.9070665,Justus-von-Liebig-Str. 2,54516,Wittlich,1
14543,53930,53.5074655,9.9249769,Altenwerder Hauptstr. 4,21129,Hamburg,1
14544,53931,52.3469612,14.0476882,Ahornweg 20,15518,Rauen,1
14545,53932,53.9795846,9.1182223,Eddelaker Str. 21,25693,St. Michaelisdonn,1
14546,53933,52.03631,7.45379,Siemensstr. 51,48341,Altenberge,1
14547,53934,53.4201718,11.1828884,Steegener Chaussee 13,19230,Hagenow,1
14548,53935,48.58724,8.112029999999999,Eichenwäldeleweg 12/14,77876,Kappelrodeck,1
14549,53936,48.71987,7.996250000000001,Im Gewerbegebiet 18,77839,Lichtenau,1
14550,53937,51.5383436,7.077204099999999,Alfred-Zinger-Str. 5,45881,Gelsenkirchen,1
14551,53938,52.26926,13.54286,Scheunenweg 1,15749,Mittenwalde,1
14552,53939,51.4107383,6.1281459,Venrayseweg 198,5928RH,Venlo,8
14553,53940,49.09842,8.1765701,Horstring 1-3,76870,Kandel,1
14554,53941,54.8382,8.88625,Am Bogen 1,25923,Braderup,1
14555,53942,48.6111763,8.022485,Gewerbestr. 27,77855,Achern,1
14556,53943,49.5688542,11.3137591,Sonnenstr. 2,91220,Großbellhofen,1
14557,53944,50.9591619,12.1290611,An der alten Ziegelei 2-4,07554,Gera- Hermsdorf,1
14558,53945,49.20844,9.58769,Hochfeldstr.2,74632,Neuenstein,1
14559,53946,52.9495444,8.020746899999999,Auf´m Halskamp 11,49681,Garrel,1
14560,53947,49.8134026,8.6132404,Ostendstr. 8,64319,Pfungstadt,1
14561,53948,48.30658,10.13777,Daimlerstr. 18 - 20,89269,Weißenhorn,1
14562,53949,54.0858599,12.2030824,Am Handelspark 12,18184,Brodersdorf-Neuendorf,1
14563,53950,52.40366,8.066609999999999,Heywinkelstraße 15,49565,Engter,1
14564,53951,52.1305017,11.6825883,Berliner Chaussee 106-112,39114,Magdeburg,1
14565,53952,51.4384667,6.2707397,An der Bleiche 39,47638,Straelen,1
14566,53953,49.50652,12.17687,Wernberger Str. 80,92536,Pfreimd,1
14567,53954,51.0560123,14.4408928,Zittauer Straße 26,02689,Sohland a. d. Spree,1
14568,53955,52.97773,8.62322,Am Gewerbegebiet 32-34,27243,Groß Ippener,1
14569,53956,53.3709851,7.1879084,Ubierstr. 29,26723,Emden,1
14570,53957,49.5259602,8.4529862,Otto-Hahn-Straße 13,68169,Mannheim,1
14571,53958,48.01984119999999,8.7328003,Ulingerstr. 13,78606,Seitingen,1
14572,53959,49.3959362,11.0510659,Hamburger Str. 80,90451,Nürnberg,1
14573,53960,49.69454,10.94387,Eichendorffstr. 22-24,91334,Hemhofen,1
14574,53961,54.75096,8.81751,Spalönj 12a,25920,Risum-Lindholm,1
14575,53962,49.4901215,8.4730712,"U 5, 29",68161,Mannheim,1
14576,53963,48.1831906,8.372751599999999,Am Bach 103 / 1,78144,Tennenbronn,1
14577,53964,51.21966090000001,7.2007848,Remscheider Str. 113,42369,Wuppertal,1
14578,53965,53.5384013,10.0284286,Brandshofer Deich 33,20539,Hamburg,1
14579,53966,51.0815905,12.8486583,Straße der Jugend 85,09306,Zettlitz,1
14580,53967,49.4132968,11.1601304,Raudtener Straße 5,90475,Nürnberg,1
14581,53968,49.4876759,6.7865687,Römerstrasse 17,66679,Losheim-Wahlen,1
14582,53969,52.3021251,7.947543199999999,Eikesberg 63,49076,Osnabrück,1
14583,53970,52.4339443,13.4737306,Distelfinkweg 26,12357,Berlin,1
14584,53971,53.8711847,10.7447136,Grootkoppel 7,23566,Lübeck,1
14585,53972,51.3570713,8.2500586,Auf´m Brinke 1,59872,Meschede,1
14586,53973,51.49877,8.34668,Max-Eyth-Str. 10,59581,Warstein,1
14587,53974,53.100511,8.7729193,Emder Str. 39,28217,Bremen,1
14588,53975,53.28857,9.50634,Molkereistr. 1,27419,Sittensen,1
14589,53976,48.6855,10.91606,Ziegelmoosstraße 32,86641,Rain,1
14590,53977,48.2660859,11.4753509,Karl-Benz-Str.6,85221,Dachau,1
14591,53978,49.828893,6.7418799,Gewerbegebiet 1,54338,Schweich,1
14592,53979,49.670705,8.0418288,Kupfermühle,67294,Bischheim,1
14593,53980,51.5529497,8.0494161,Im Scheuning 8,59494,Soest-Ampen,1
14594,53981,51.85321,6.82142,Zum Flugplatz 21,46325,Borken,1
14595,53982,51.65637,8.34698,Gaußstraße 24,59557,Lippstadt,1
14596,53983,47.458806,8.251212299999999,Lindächerstrasse 1,05413,Birmenstorf,4
14597,53984,47.4138605,9.645135,Unterlettenstr. 11,9443,Widnau,4
14598,53985,54.2915352,9.6952916,Fährstrasse 5,24783,Osterrönfeld,1
14599,53986,49.9848902,6.9072616,Rudolf-Diesel-Str. 7,54516,Wittlich,1
14600,53987,50.40022,7.51826,Rudolf-Diesel-Straße 15-17,56220,Urmitz,1
14601,53988,50.31553419999999,11.1106973,Marie-Curie-Str. 3,96465,Neustadt b. Coburg,1
14602,53989,48.8568114,8.2270346,Hohlohstraße 13,76437,Rastatt,1
14603,53990,53.0262365,8.8632479,Arster Hemm 53,28264,Bremen,1
14604,53991,51.0653358,6.823642299999999,Ottostraße 9,41540,Dormagen,1
14605,53992,49.0150404,11.4048999,Seestrasse 25 a,85125,Kinding/Haunstetten,1
14606,53993,49.1939648,6.925019,Rue Robert Schumann,57354,Stiring-Wendel,2
14607,53994,52.679106,15.301222,Deszczno 3a,66-446,Deszczno,5
14608,53995,52.1816113,8.5983594,Bustedterstrasse 55,32257,Bünde,1
14609,53996,51.541222,7.8572091,Am Schellhorn 6,59457,Werl,1
14610,53997,51.52181,7.42991,Huckarder Str. 117,44147,Dortmund,1
14611,53998,52.44313,9.6996,Bayernstr. 17,30855,Langenhagen,1
14612,53999,51.2337844,6.6140469,Karlsforster Straße 19,41564,Kaarst,1
14613,54000,49.5433487,5.901334800000001,Z.I. Haneboesch,4562,Niedercorn,13
14614,54001,50.8062019,12.8006282,Grünaer Straße 56,09224,Mittelbach,1
14615,54002,52.5833356,8.2060135,Handorfer Str. 42,49439,Steinfeld,1
14616,54003,49.4952228,8.4445793,Rheinkaistr. 40,68159,Mannheim,1
14617,54004,51.33132,12.58485,Gewerbeallee 16,04821,Brandis,1
14618,54005,53.05196369999999,7.401738099999999,Schulze-Delitzsch-Str. 10,26871,Papenburg,1
14619,54006,52.9853521,10.546878,Nordallee 3,29525,Uelzen,1
14620,54007,48.725975,9.3354454,Zeppelinstr. 90,73730,Esslingen,1
14621,54008,49.42848,8.363529999999999,Im Vorderkehr 20,67112,Mutterstadt,1
14622,54009,48.1681086,10.7574606,Kaufbeurer Straße 55,86830,Schwabmünchen,1
14623,54010,48.67875,9.53463,Dieselstr. 2,73278,Schlierbach,1
14624,54011,52.3529352,14.513507,Georg-Richter-Str. 18,15234,Frankfurt Oder,1
14625,54012,50.831903,7.953891599999999,Stahlwerkstr. 22,57555,Mudersbach,1
14626,54013,50.0035483,12.0899816,Bahneinzelgrund 403,95616,Marktredwitz,1
14627,54014,51.6017771,8.6558586,Berghof 2,33142,Wewelsburg,1
14628,54015,50.0909723,9.0461382,Röntgenstr. 4,63755,Alzenau i. Ufr.,1
14629,54016,48.71536,8.71739,Speßhardter Weg 42,75365,Calw-Wimberg,1
14630,54017,50.8966514,12.8168144,Otto-Müller-Str. 2,09217,Burgstädt,1
14631,54018,49.3466,7.24351,In der Koiling 4,66450,Bexbach,1
14632,54019,49.50426119999999,11.0212965,Boxdorfer Str. 15,90765,Fürth,1
14633,54020,52.0346009,8.5324142,Ernst-Rein-Str. 40,33613,Bielefeld,1
14634,54021,52.43457,9.68882,Berliner Allee 51 - 53,30855,Langenhagen-Godshorn,1
14635,54022,48.5743318,16.6338254,Mühlstraße 1,2193,Wilfersdorf,3
14636,54023,49.0206141,8.8163249,Im Köbler 3,75438,Knittlingen Freudenstein,1
14637,54024,49.964787,8.2684333,Rheinhessenstr. 25,55129,Mainz-Hechtsheim,1
14638,54025,50.4299361,7.5695068,Brauereistraße 2-20,56170,Bendorf,1
14639,54026,49.52808,11.9564,Dienhof 6,92242,Hirschau,1
14640,54027,49.8398803,8.1260357,Hinter dem Turm 3,55286,Wörrstadt,1
14641,54028,51.0123468,13.4941228,Dorfstraße 2,01723,Wilsdruff,1
14642,54029,50.8366451,6.4617647,Willi-Bleicher-Str. 43,52353,Düren,1
14643,54030,53.4513265,10.2871388,Horster Damm 129,21039,Hamburg,1
14644,54031,50.1430101,8.7413919,Kruppstr. 126,60388,Frankfurt,1
14645,54032,50.8609398,8.080909199999999,Industriestraße 1-3,57234,Wilnsdorf-Niederdielfen,1
14646,54033,48.97215869999999,12.1667061,Am Langwiesfeld 22,93083,Obertraubling,1
14647,54034,53.68454029999999,10.0200509,Segeberger Chaussee 132,22850,Norderstedt,1
14648,54035,49.65206,8.366439999999999,Hafenstr. 99,67547,Worms,1
14649,54036,48.58237,7.81011,Oststraße 6,77694,Kehl,1
14650,54037,49.4772492,6.3663003,"1E, Waistrooss",5445,Schengen,13
14651,54038,49.82453,10.20861,Gartenstraße 1,97334,Sommerach/Main,1
14652,54039,50.98695069999999,11.0363754,Friedrich- Engels Str. 68,99086,Erfurt,1
14653,54040,52.55952139999999,13.4290636,Prenzlauer Promenade 41,13089,Berlin,1
14654,54041,49.2087812,7.1090816,Fr.-Ebert-Str. 4,66131,Saarbrücken-Ensheim,1
14655,54042,50.8991638,6.901307,Bachstr. 126,50354,Hürth,1
14656,54043,53.0163989,9.032202,Fritz-Lieken-Str. 1-3,28832,Achim,1
14657,54044,49.6172,8.344579999999999,Horchheimer Straße 74-78,67547,Worms,1
14658,54045,53.5256553,10.092149,Moorfleter Str. 42,22113,Hamburg,1
14659,54046,49.4429824,11.0646233,Kohlenhofstrasse 3,90443,Nürnberg,1
14660,54047,48.9312687,8.956767,Klingengasse 3,71665,Vaihingen,1
14661,54048,51.1900118,7.9699263,Industriestr. 26,57413,Finnentrop,1
14662,54049,50.0681456,9.226860499999999,Flurstraße 8,63825,Blankenbach,1
14663,54050,47.745128,10.3240196,Kaufbeurerstr. 150,87437,Kempten,1
14664,54051,51.9549855,14.6627539,Gewerbestrasse 32,03172,Guben,1
14665,54052,50.718083,10.4023178,Schulstrasse,98574,Schmalkalden,1
14666,54053,51.4711739,10.7422562,In der Helme,99735,Nordhausen,1
14667,54054,51.5138076,11.5687245,An der Zolltafel 3-4,06295,Eisleben,1
14668,54055,50.2097221,10.0829425,Steubenstraße/ Ecke Kasernenstraße,97688,Bad Kissingen,1
14669,54056,50.8196558,10.1818978,Schulstrasse 34,36433,Leimbach-Kaiseroda,1
14670,54057,52.53624,13.35485,Quitzowstraße 8-11,10559,Berlin-Moabit,1
14671,54058,51.386027,12.263332,Hallesche Strasse 214,04159,Leipzig,1
14672,54059,48.2428462,14.2788936,Neubauzeile 102,4030,Linz,3
14673,54060,48.0006836,13.6815436,Keplerstraße 5,4840,Vöcklabruck,3
14674,54061,48.2137739,13.4829472,Grillparzerstr.1,4910,Ried,3
14675,54062,47.0679553,15.4069922,Eckertstraße 7,8026,Graz,3
14676,54063,47.0318918,15.4941558,Josef-Krainer-Str. 16,8074,Raaba,3
14677,54064,51.38914,7.5124,Profilstr. 6-8,58093,Hagen,1
14678,54065,51.01861,7.65082,Othestr. 19,51702,Bergneustadt,1
