AdressNr;Strasse;PLZ;Ort;Land;latitude;longitude;Kontoname
71878;Dettenheimer Str. 7 b;91781;Weißenburg;Deutschland;49,0048951;10,9528964;SBV Service GmbH
71880;Sälzerstrasse 7;56424;Ebernhahn;Deutschland;50,4738901;7,7556902;Gebr. Schröder GmbH & Co. KG
71881;An der Schmiede 53;30982;Pattensen;Deutschland;52,2161906;9,7876925;Babatz Spedition Transporte & Logistik
71883;Julius-Maggi- Str. 6;59348;Lüdinghausen;Deutschland;51,7692172;7,4243344;Geodis Logistics Deutschland GmbH
71884;Billwerder Ring 19;21035;Hamburg;Deutschland;53,4960453;10,1217824;Spedition Stöbersand GmbH
71885;Rudolf-Diesel-Str. 52;38820;Halberstadt;Deutschland;51,88223;11,06684;Spedition Bartowiak GmbH
71886;Angelser Straße 30;28844;Wehye;Deutschland;52,9886055;8,799489;Paul Guse GmbH
71887;Robert-Mayer-Str. 4;74360;Ilsfeld;Deutschland;49,05581;9,26238;Haag HPZ Paletten-Zentrum
71888;Ensestr. 1-9;59469;Ense-Niederense;Deutschland;51,4962631;7,9964487;HEICO Umformtechnik GmbH
71889;Ziegeleistraße 14;41472;Neuss;Deutschland;51,16067;6,6584799;JAS FBG GmbH
71890;Von-Achenbach-Str. 21-23;59229;Ahlen;Deutschland;51,7654422;7,9082651;Haworth GmbH
71891;Schüßlederweg 2;94127;Neuburg a. Inn;Deutschland;48,5169985;13,36881;Wimmer GmbH & Co. KG
71892;Weserstraße 72;26919;Brake;Deutschland;53,3369223;8,4704984;L.I.T. Speditions GmbH
71893;Kapellenweg 20;86447;Todtenweis-Sand;Deutschland;48,5145403;10,8961853;Lechtal-Spedition GmbH
71894;Hannoversche Str. 2;49597;Rieste;Deutschland;52,4919374;8,0503895;Gefco Deutschland GmbH
71895;Schwarzachstr. 44;88521;Ertingen;Deutschland;48,085521;9,459369;Spiess Transport International GmbH
71896;Flottenstr. 4-6;13407;Berlin;Deutschland;52,57835;13,34841;Blumenthal Speditions- und Lagerei GmbH
49769;Bärenbruch 24;44379;Dortmund;Deutschland;51,5121126;7,3770069;DC Transporte GmbH
71897;Neue Welt 37;88471;Laupheim-Baustetten;Deutschland;48,238241;9,8669463;Barth Europa-Transporte e.K.
71898;Mauerhecke 2;97539;Wonfurt;Deutschland;50,0167453;10,4730016;Jörg Beständig Spedition GmbH & Co. KG
71899;Steinwegstr. 22;58332;Schwelm;Deutschland;51,2844375;7,2737781;Spedition Honselmann
71900;Brüsseler Str. 5;53842;Troisdorf;Deutschland;50,837365;7,1080602;Colonia Tiefkühl Spedition
71901;Bahnhofstr. 02;08541;Neuensalz;Deutschland;50,4994258;12,2122321;Rink & Transport e.K.
71902;5, an de Längten;6776;Grevenmacher;Luxemburg;49,684705;6,3913231;Balter Logistics S.A.R.L.
71903;Hansator 5;28217;Bremen;Deutschland;53,0878841;8,7849898;Sudbrink e. Kfr.
71905;Am Fieseler Werk 6;34253;Lohfelden;Deutschland;51,28397;9,52717;W. u. U. Scharf Transport GmbH & Co. KG
71906;Steinheide 1;50170;Kerpen;Deutschland;50,8908333;6,625;Girat Spedition GmbH
71907;Krusestraße 17;46238;Bottrop;Deutschland;51,5354165;6,9607634;MH Transport + Logistik GmbH
71908;Industriestrasse 6;4923;Wynau;Schweiz;47,2629659;7,8247484;Gloggner Reststoff AG
71910;Grüner Deich 15;20097;Hamburg;Deutschland;53,5435872;10,0274296;Gruber Logistics GmbH
71911;Jörnbergweg 8;18292;Krakow am See;Deutschland;53,6577631;12,2708758;VWP GmbH
71912;Hamburg Flughafen Frachtzentrum Geb. 192;22335;Hamburg;Deutschland;53,633622;9,9974128;S.Z. Trans
71913;Heilstättenweg 5;27777;Ganderkesee;Deutschland;53,07894;8,55459;W&A Tönjes GmbH
71914;Gewerbegebiet Am Posthof 4;37534;Badenhausen;Deutschland;51,768549;10,1949819;Zellmann Transporte e.K.
71915;Rosenheimer Str. 9;28219;Bremen;Deutschland;53,1078074;8,8006071;Georg Klatte Spedition
71916;Stromberg 5-7;46419;Isselburg;Deutschland;51,838024;6,458346;Isseltrans Spedition/Logistik GmbH
71917;Edisonstr. 8;59199;Bönen;Deutschland;51,6110057;7,7736535;Lutter Spedition GmbH & Co. KG
49788;Am Rosengarten 12;14621;Schönwalde-Glien;Deutschland;52,6311124;13,0810414;Eco Trans GmbH & Co. KG
71918;Rudolf-Diesel-Str. 2;87740;Buxheim;Deutschland;47,9967907;10,1460094;Neufra Speditions GmbH
49789;Straße der Einheit 25;06638;Karsdorf;Deutschland;51,27187;11,658;USAG-Unstrute Saale Abfertigungsgesellschaft GmbH
71919;Friedensallee 18;99334;Ichtershausen;Deutschland;50,8814417;10,9725886;ITS-Ichtershausen
71921;Aminghauser Str. 5;32423;Minden;Deutschland;52,3049513;8,9383923;Schierenberg Spedition GmbH & Co. KG
71922;Prager-Ring 55;52070;Aachen;Deutschland;50,79399;6,1142;Spedition Leenarts GmbH
71923;Industriestr. 21;34260;Kaufungen;Deutschland;51,28504;9,57928;Intern. Spedition Maria Klos
71924;Dieselstr. 8;89129;Langenau;Deutschland;48,4873;10,12418;Laible Transporte Langenau
71926;Mainstr. 10;96052;Bamberg;Deutschland;49,90856;10,86025;Wincanton GmbH
71927;Lichtlöcherberg 40;06333;Hettstedt;Deutschland;51,628753;11,5030596;Nosta Transport GmbH
71928;Schuckertstr. 18;48153;Münster;Deutschland;51,92827;7,6382;Spesa Zeitfracht Logistik GmbH
71929;Südstr. 15;99734;Nordhausen;Deutschland;51,4809643;10,7958145;Otto Logistik GmbH
49798;Scheffelstraße 3B;76593;Gernsbach;Deutschland;48,7640033;8,340109;IAS Logistik GmbH
71930;Zur Kälberweide 3;89293;Kellmünz;Deutschland;48,1282654;10,1239634;Stadler GmbH & Co. KG
49799;I.-P.-Semmelweise Str.9;34576;Homberg/Efze;Deutschland;51,0296943;9,4256734;ITL Intelligent Transport Logistics oHG
71931;Dieselstr. 5;59329;Wadersloh;Deutschland;51,73387;8,25851;Stratkötter Handel & Transport GmbH & Co. KG
71932;Boschstr. 14;22761;Hamburg;Deutschland;53,5673125;9,9146025;ISI GmbH
71933;Ferdinand-Clasen-Str. 1;41812;Erkelenz;Deutschland;51,0803123;6,3329951;Ilzhöfer Paletten GmbH
49802;Feldstr. 14;96237;Ebersdorf;Deutschland;50,2147584;11,0797978;roba Baumann GmbH
71934;Mühlenfeld 12;30853;Langenhagen;Deutschland;52,4509532;9,731979;Nuyken GmbH
71935;Langmaar 19;41238;Mönchengladbach;Deutschland;51,15632;6,50149;doppelt: siehe 70870 Spedition Speetgens e.K.
71936;An der Brückwiese 3;99610;Tunzenhausen;Deutschland;51,16074;11,07521;STL Söm-Trans-Logistik GmbH
71937;Rennekoven 21D;41334;Nettetal;Deutschland;51,2819686;6,3198951;Spedition Pierre Maassen
71938;Osterloher Feld 2;33129;Delbrück;Deutschland;51,80603;8,56198;Friesen Transporte
71939;Asselner Hellweg 1 - 3;44309;Dortmund;Deutschland;51,5271926;7,5742652;Rewe - Dortmund Großhandel eG
71940;Erster Seeweg 2;23829;Kükels;Deutschland;53,9010531;10,2326453;Spedition Hahn & Reher
71941;Peutestraße 50-52;20539;Hamburg;Deutschland;53,5197253;10,0476756;Fercam Transporte Deutschland GmbH & Co
71942;An der Bahn 1;19306;Neustadt -Glewe;Deutschland;53,37102;11,5885101;Fenske Transport  GmbH & Co. KG
71943;Daimlerstr. 11;47877;Willich;Deutschland;51,2678878;6,5121901;M. Zimmermann Auslandstransporte
71944;Heideweg 2;19300;Grabow;Deutschland;53,27736;11,53903;Spengler Spedition & Logistik GmbH
71945;Bachstrasse 7;30926;Seelze;Deutschland;52,39266;9,60428;Alfred Scheumann Kraftverkehr GmbH
71947;Rauhöd 2;83137;Schonstett;Deutschland;47,99548;12,26996;Bühn Trans GmbH & Co. KG
71948;Barentsstr. 7;53881;Euskirchen;Deutschland;50,6870987;6,8272658;Kohnert Spedition GmbH & Co. KG
71949;Am Reitstück 5;36381;Schlüchtern;Deutschland;50,3575216;9,5343992;Sostmeier GmbH & Co. KG
71950;Transitvej 16;6330;Padborg;Dänemark;54,833838;9,3490249;E3 Spedition - Transport AS
71951;Billwerder Ring 19;21035;Hamburg;Deutschland;53,4960453;10,1217824;Spedition Stöbersand GmbH
71953;Zollhausstr. 95;90469;Nürnberg;Deutschland;49,39894;11,1235035;Neufra Speditions GmbH
71954;Weserstr. 21;26452;Sande;Deutschland;53,49355;8,02795;BGTL GmbH
71955;Am Holzplatz 8;31698;Lindhorst;Deutschland;52,3524;9,28689;Rother Transporte GmbH
71956;Neue Str. 29;33818;Leopoldshöhe;Deutschland;52,0099597;8,6946456;Glietz GmbH
71957;Poltickych veznu 679;34562;Holysov;Tschechische Republik;49,5940928;13,0958007;Argman s.r.o.
71958;Dorfstraße 28 a;03246;Massen-Babben;Deutschland;51,7384506;13,7182134;Uwe Hoigk Gütertransport
71960;Gewerbegebiet Vulkanhöhe I Nr. 1;54552;Dreis-Brück;Deutschland;50,2717222;6,8252736;Spedition Ludwig GmbH
71961;Cuenca;03440;IBI;Spanien;38,6128855;-0,5952147;Luis Tortosa Segova
71963;Gutenbergring 26;22848;Norderstedt;Deutschland;53,6614654;9,9837767;Logoo Logistik GmbH
71964;Vor dem Weiherbusch 8;29614;Soltau;Deutschland;52,97416;9,85349;Spediventa Transport & Logistik GmbH
71965;Gartenfelder Straße 29-31;13599;Berlin;Deutschland;52,5487843;13,2483299;Fairs Cargo GmbH
71968;Flöz-Zollverein-Straße 5;59368;Werne;Deutschland;51,65804;7,64008;Eibe Logistik
71969;Zeiss-Str. 2;32312;Lübbecke;Deutschland;52,3246588;8,6222627;Lütex Transport GmbH
71970;Rostocker Str. 3a;18184;Broderstorf;Deutschland;54,07995;12,22207;Transportunternehmen Spickermann GmbH
71971;Konrad Adenauer Straße 36;33397;Rietberg;Deutschland;51,82255;8,44417;Spedition Merschbrock
71972;Lathener Straße 30;49762;Fresenburg;Deutschland;52,877;7,31696;Heinrich J. de Boer GmbH & Co. KG
71973;Statybininky g. 2a;4240;Ziezmariai;Litauen;54,6736349;25,2619489;UAB Taisonas
71975;Bockhorster Dorfstr. 87;28876;Oyten;Deutschland;53,07185;9,03846;Borchers Transporte GmbH
71976;Dieselstraße 16;27367;Sottrum;Deutschland;53,10346;9,20503;TCS Transcontinental Services GmbH
71977;Gewerbehof 16;17087;Altentreptow;Deutschland;53,6873546;13,2632832;Spedition Gertner GmbH
71978;Auf dem Knapp 6;33397;Rietberg;Deutschland;51,7561199;8,4020479;U. Mülzer
71979;Herrenrain 5;35708;Haiger;Deutschland;50,7628202;8,1574766;Schenker Deutschland AG
71980;Edelstetter Str. 39;86470;Thannhausen;Deutschland;48,2869459;10,4589623;Heinz Kolbe KG Inh. Karl Thiel
71981;Albert-Schweitzer-Weg 21;33758;Schloß Holte Stukenbrock;Deutschland;51,9087472;8,6612538;Guido Koch KG
71982;Alois-Lödige Str. 15;33098;Paderborn;Deutschland;51,7312845;8,7790491;C.o.m.p.a.c.t Trade GmbH
71983;Ortsstr. 10;07907;Göschitz;Deutschland;50,65088;11,86167;Alt Transporte
71984;Zum Attersee 2;49076;Osnabrück;Deutschland;52,30132;7,94708;Overnight Tiefkühl-Service GmbH
71985;Magirus-Deutz-Straße 16;89077;Ulm;Deutschland;48,3984569;9,9588434;Transporeon GmbH
71986;Industriestr. 10;21640;Horneburg;Deutschland;53,5049734;9,5941751;Lemmermann Spedition
71987;Industriestr. 10;23774;Heiligenhafen;Deutschland;54,36373;11,00604;TSD Frachtenkontor Holger Doormann GmbH
71988;Gornja Bistrica 116c;9232;Crensovci;Slowenien;46,5531443;16,2659241;Petty d.o.o.
71989;Aspastr. 39;59394;Nordkirchen;Deutschland;51,73907;7,51253;Roadrun Logistics GmbH
71990;Everner Str. 41;31275;Lehrte;Deutschland;52,3677658;9,9968733;LTG Lehrter Transportgesellschaft mbH
71991;Kronenburgstr. 14;58119;Hagen;Deutschland;51,34442;7,57611;Mustafa Celik Transport GmbH
71992;Gorecka 45;43-430;Skoczow;Polen;49,7972029;18,8021016;C.S. Cargo Poland sp.z o.o
71993;Hamburger Ring 1 B;01665;Klipphausen;Deutschland;51,06489;13,51661;ILSO Industrie-Logistik Sachsen-Ost GmbH
71994;Feldstr. 03;19386;Lübz;Deutschland;53,4600929;12,0359233;Fuhrunternehmen Erhard Niendorf
71995;Erzbergerstr. 41;33102;Paderborn;Deutschland;51,7222467;8,731678;Mickenbecker Transporte GmbH
71996;Etzelmühle 7;35102;Lohra;Deutschland;50,72158;8,65002;Wagner-Trans Speditions GmbH
71997;Lütgendortmunder Hellweg 242;44388;Dortmund;Deutschland;51,4936143;7,3286556;CARGOTRANS GmbH & Co. KG
71999;Stader Str. 11;21702;Ahlerstedt;Deutschland;53,404429;9,4512807;HINCK Intern. Spedition GmbH
72000;Geldroper Strasse 13-17;01458;Ottendorf-Okrilla;Deutschland;51,1798743;13,8315618;Dittloff Transportunternehmen
50018;Ampener Weg 15;59494;Soest;Deutschland;51,5555224;8,0639932;Meiberg Transporte GmbH & CO. KG
72001;Sunnenbarg 4;28844;Weyhe;Deutschland;52,96565;8,88128;Transporte W. Rohlfs GmbH & Co. KG
72002;Nationalstr. 124;39040;Salurn-Salorno;Italien;46,6133139;11,5170903;Alpentrans Logistics GmbH
72003;Johannesfeldstrasse 15;6111;Volders;Österreich;47,2911051;11,5742522;Fluckinger Transport GmbH
72004;Eduard-Stakemeier-Str. 8;59757;Arnsberg;Deutschland;51,406716;8,0038405;rapido-logistic GbR
72005;Puschkinstr. 19;06388;Gröbzig;Deutschland;51,67718;11,8775401;Belger Spedition + Logistik GmbH
72006;Hahnenkammstr. 9;63811;Stockstadt;Deutschland;49,96622;9,08714;Schuck Adolf Transport + Logistik GmbH
50024;Beim Heidenkreuz 1;54597;Roth;Deutschland;50,3078917;6,3981151;Krämer & Theisen Industriemontageges. mbH
72007;Kleinmückern 12;04626;Schmölln;Deutschland;50,9098964;12,4028249;Fuhrunternehmen Pascal Hirsch
50026;Ohmstr. 26;96175;Pettstadt;Deutschland;49,8292401;10,9390119;Wicht Logistik-Transport GmbH
72008;Prazska 248;43983;Lubenec;Tschechische Republik;50,1286267;13,3292602;DaLoGroup s.r.o.
50027;35, parc d´activité Syrdall;5365;Munsbach;Luxemburg;49,6431399;6,2716099;SPERALUX S.A.
72009;Kerkenweg 15;8486GE;Oldelamer;Niederlande;52,6484002;6,986847;All Roads International Transport BV
72010;Dorschstr. 15;27572;Bremerhaven;Deutschland;53,51813;8,58607;Brexendorf Logistics GmbH
72011;Straufsberg 46;53332;Bornheim;Deutschland;50,75857;6,94531;H.Kemnitz GmbH
50030;Im Taubengrund 3-5;65451;Kelsterbach;Deutschland;50,04952;8,5458301;Nagel Airfreight GmbH
72012;Am Genter Ufer 6;21129;Hamburg;Deutschland;53,51607;9,90408;Euroline System GmbH
72013;Elfenstr. 30;68169;Mannheim;Deutschland;49,5006548;8,4658191;Erol Uysal Transporte
72014;Ravensberg 10;24214;Gettorf;Deutschland;54,41497;9,98259;Karl-Heinz Knauer
72015;Am Fuchsberg 4a;41468;Neuss;Deutschland;51,15179;6,76461;Christian Kluth GmbH
72016;Gutenbergstr. 11;48477;Hörstel;Deutschland;52,2903578;7,5763357;Prischmann Spedition GmbH & Co. KG
72017;Pfohrener Straße 50;78166;Donaueschingen;Deutschland;47,95201;8,52534;Aldi Donaueschingen
72018;Verlängerte Güstrower Str. 04;18258;Schwaan/Mecklenburg;Deutschland;53,9284741;12,1148623;Spedition Schult e.K.
50037;Zur Egge 30;34431;Marsberg-Meerhof;Deutschland;51,51298;8,87326;Große-Vehne Marsberg GmbH
72019;Otto-Brenner-Str. 50;52353;Düren;Deutschland;50,8374413;6,4569131;Meilinger Logistik & Spedition GmbH
72020;Nürnberger Straße 27;40599;Düsseldorf-Reisholz;Deutschland;51,1706963;6,85834;TSD Transport-Service GmbH
50039;Robert-Bosch-Breite 10;37079;Göttingen;Deutschland;51,5494558;9,8962459;DHL Solutions GmbH
72021;Am Pannenschopp 4;41334;Nettetal;Deutschland;51,3237837;6,1827009;H.I.T. J. Heuhsen GmbH & Co. KG
50040;Schoolstraat 112;3798;Voeren;Belgien;50,7605269;5,7669272;Pinckers Eric BVBA
72022;Jakob-Panzer-Str. 8;97469;Gochsheim;Deutschland;50,0222;10,26251;Leupold Spedition-Logistik GmbH
50041;Mauermatten Str. 9;79183;Waldkirch;Deutschland;48,08597;7,94351;Kautex Textron GmbH & Co. KG
72023;Friedenfelder Weg 6a;17268;Gerswalde;Deutschland;53,1610173;13,7494416;Gerswalder Transport- & Dienstleistungs GmbH
50042;Süßkofen 6;84152;Mengkofen;Deutschland;48,7102379;12,3774147;Strohmeier Transport & Logistik GmbH
72024;Hechtskuhl 7;23992;Neukloster;Deutschland;53,8729282;11,6893013;Spedition Clermont GmbH
72025;Bredowstr. 33;22113;Hamburg;Deutschland;53,5203073;10,0955536;HTS Logistik OHG
72026;Glückauf-Str. 14;38690;Vienenburg;Deutschland;51,94694;10,53683;Hahne OHG
72027;Ludwig-Erhard-Ring 5;15827;Dahlewitz;Deutschland;52,31156;13,43902;LEX-US Internationale Spedition GbR
72029;Im Brühl 42 B;67125;Dannstadt-Schauernheim;Deutschland;49,4359134;8,3105875;Barth Gerhard Transporte
50047;Robert-Bosch-Straße 24;41541;Dormagen;Deutschland;51,13885;6,79894;HOBEMA Maschinenfabrik
72030;Essener Strasse 89;22419;Hamburg;Deutschland;53,6745012;9,9950339;Hermes Transport Logistics GmbH
50048;Rue Nicolas Appert;59653;Villeneuve d'Ascq Cedex;Frankreich;50,6064484;3,1319871;Bonduelle Conserve International
72031;Ubierstrasse;26723;Emden;Deutschland;53,3689512;7,1899514;Nanno Janssen GmbH
50049;Emil-Lux-Str. 1;42929;Wermelskirchen;Deutschland;51,1486964;7,2455013;Emil Lux GmbH & Co. KG
72032;Oberweißenbach 75;95100;Selb;Deutschland;50,1622163;12,0931939;Clito Köppel, Intern. Spedition
72033;Pleinfelder Str. 70;91166;Georgensgmünd;Deutschland;49,1746033;11,0108976;KS Intercargo
72034;Gewerbeparkring 1;15517;Fürstenwalde;Deutschland;52,35422;14,09563;Skyla Logistics Sabine Reinecke
72035;Porschesr. 17;51381;Leverkusen;Deutschland;51,05649;7,02267;HSM Speditionsges.mbH
72036;Zimmerstr. 2;58638;Iserlohn;Deutschland;51,3755613;7,6889815;Iltrans Deutschland GmbH
50054;Brackeler Hellweg 305;44309;Dortmund;Deutschland;51,5241769;7,5652924;DLG Dortmunder Logistik mbH
72037;Am Riesenberg 14;59469;Ense;Deutschland;51,4919284;8,0032684;Ensetrans Internationale Spedition GmbH
50055;Neustädter Str. 26;90599;Dietenhofen;Deutschland;49,40692;10,68405;geobra Brandstätter GmbH & Co. KG
72038;98;48-330;Nowy Swietow;Polen;50,3737579;17,370937;Kaminski Miedzynarodowy Transport
72039;Oberhinterhof 7;91555;Feuchtwangen;Deutschland;49,12466;10,26786;HGS Sonderfahrten
72041;Weiherstr. 19;61137;Schöneck;Deutschland;50,2032881;8,8558103;Harms Transporte
72042;An der Bellmerei 11;58513;Lüdenscheid;Deutschland;51,23666;7,67213;Göbel Spedition GmbH
50059;Route de Schweigen-B.P.25;F-67161;Wissembourg Cedex;Frankreich;49,0429089;7,9529667;Woehl & Cie
72043;Hauptstrasse 39;34253;Lohfelden;Deutschland;51,2764522;9,5422371;MK Spedition GmbH
72046;Am Reißberg 5a;58791;Werdohl;Deutschland;51,2437;7,77804;Olaf Schmidt Transporte
72047;Felburger Straße 2;94244;Geiersthal;Deutschland;49,048641;12,9802933;SL Paletten-Logistik GmbH
72049;ul. Jasminowa 27;32-050;Skawina;Polen;49,9695339;19,8398131;Mirex Firma Transportowa
72051;An den Quellen 1;04838;Eilenburg;Deutschland;51,47359;12,60587;Gilles & Wagner Speditions GmbH & Co. KG
50068;Oberdorfstr. 15;49326;Melle;Deutschland;52,2078755;8,2732014;Bernd Lübbert Transporte
72052;Borkenstrasse 16b;17358;Torgelow;Deutschland;53,6336603;14,000629;Spedition Dirk Sadowski
72053;Akazienweg 6;45731;Waltrop;Deutschland;51,6105497;7,4087966;Spedition Asshoff GmbH & Co. KG
72054;Landweg 7;18196;Kavelstorf;Deutschland;54,02164;12,19427;KaDiSe
72055;Schulstr. 2;57392;Schmallenberg-Felbecke;Deutschland;51,1648688;8,2281256;Schäfers Transport- & Handelsges. mbH & Co. KG
72057;Otto-Hahn-Strasse;68519;Viernheim;Deutschland;49,5574391;8,5760911;Volker Schneidel Güterkraftverkehr
72058;3, rue Edmond Reuter;5326;Contern;Luxemburg;49,5971661;6,2173216;LTC-LUXEMBOURG Sárl
72059;Rosenstrasse 16;01968;Senftenberg;Deutschland;51,5050323;13,9693262;Reinhard Brunk Transporte
72060;An der Zugspitze 2a;09618;Brand-Erbisdorf;Deutschland;50,86791;13,33614;Kleintransporte-Kurzreisen
72061;Max-Planck-Str. 4;48599;Gronau;Deutschland;52,20627;7,07292;Paul Schockemöhle Logistics GmbH & Co. KG
72062;Velke Chlievany 138;95655;Velke Chlievany;Slowakei;48,7041276;18,2196607;Eurotrans RG Moto Robert Gunis
50331;Klappolder 121;2665;LP Bleiswijk NL;Niederlande;52,0283263;4,5440721;Gebr. IN'T Veen B.V.
72063;Braaker Bogen 17 - 21;22145;Braak (Hamburg);Deutschland;53,6182929;10,2398638;Nik. Rathmann GmbH & Co. KG
72064;Eltener Str. 25;45478;Mühlheim;Deutschland;51,4288369;6,856994;Kreft-Transporte, Lezek Kreft
72065;Martinusstr. 19;53947;Nettersheim;Deutschland;50,4912632;6,6344914;Transporte Klaus Reiners
72066;Gießenweg 7a;6341;Ebbs;Österreich;47,6271812;12,2128007;Tirolia
72067;Hofbergweg 16;96523;Hasenthal;Deutschland;50,4626803;11,2207178;Lorenz, Jens Internationale Transporte
72068;Eickhoop 2;23899;Gudow;Deutschland;53,56241;10,7774;GSG-Transporte GmbH
51002;Pinkertweg 49;22113;Hamburg;Deutschland;53,52433;10,10349;General Logistics Systems
72069;Werner Str. 120;59192;Bergkamen;Deutschland;51,6165149;7,6605342;F.B.E. GmbH & Co. KG
72070;Im Wulve 1;45359;Essen;Deutschland;51,4645348;6,9294985;Transporte Michael Rotthäuser
72071;Stelinger Str. 6;30419;Hannover;Deutschland;52,42136;9,65297;DHL Freight GmbH Euronet
72072;Ul. E. Orzeszkowej 5/12;39-400;Tamobrzeg;Polen;50,5741129;21,6822388;Sten Agmo Poland
72073;Krzywa 5;21-580;Wisznice;Polen;51,790875;23,206478;"""Sylwek"" Andrzej Kopis"
72074;Wielandstr. 4;57482;Wenden;Deutschland;50,93522;7,91085;DK Logistik GmbH
72075;Werkstrasse 4;09353;Oberlungwitz;Deutschland;50,79124;12,74503;Andreas Berger Spedition
72076;Haupstr. 51;92237;Sulzbach-Rosenberg;Deutschland;49,4892331;11,7708913;Transporte Frost GbR
72077;Haupeltshofer Str. 4;86480;Aletshausen;Deutschland;48,19731;10,3863;Richard Drexler
51011;Bataverstr. 15;47803;Krefeld;Deutschland;51,3387864;6,6831897;SKB System Logistik GmbH
72078;Vechtaer Strasse 54;49393;Lohne;Deutschland;52,679039;8,264144;LTL GmbH
72080;Johann-Höllfritschstr.;90530;Wendelstein;Deutschland;49,3538877;11,1670004;Gamma Deutschland KG
72081;ul. Wojska Polskiego 125;78-600;Walcz;Polen;53,2811493;16,4953195;Transport i Spedycja Kowalczyk
51014;Heßlingsweg 40;44309;Dortmund;Deutschland;51,538478;7,5489738;Frigoropa GmbH
72082;Industriestr. 12;49740;Haselünne;Deutschland;52,6633293;7,4705161;Schulte Spedition GmbH & Co. KG
51015;Gewerbestr. 47;48249;Dülmen;Deutschland;51,8695244;7,3795546;Gerhard Weyer Spedition
72083;Kaziemierza Wielkiego 94/4;66-400;Gorzow Wlkp.;Polen;52,754706;15,2331001;"Transport-Spedycja ""BOG-DAN""s.c."
72084;Görsmannstr. 25;49170;Hagen a.T,W.;Deutschland;52,2040295;7,939982;W. Lachmann Transport GmbH
72085;ul.Zielna 10;32-085;Modlnica;Polen;50,117855;19,8528759;"F.H.U. ""ELHANDUS"" s.c."
72086;Alte Heeresstrasse 34;59929;Brilon;Deutschland;51,3895864;8,4987561;Becker Transport & Logistik GmbH
51019;Daniel-Goldbach-Straße 23;40880;Ratingen;Deutschland;51,3031749;6,8243915;RATIO Handel GmbH & Co. KG
72087;Quastenaberger Damm 23;17094;Burg Stargard OT Bargensdorf;Deutschland;53,49723;13,32979;Transportunternehmen Silvio Nagel
72088;Hauptstr. 74f;3021;Pressbaum;Österreich;48,1783333;16,0672222;Wiental Manfred Rieger
72089;Hamburger Strasse 30;25436;Tornesch;Deutschland;53,6947824;9,7194657;Junk GmbH
72090;Robert-Bunsen-Strasse 36;64579;Gernsheim;Deutschland;49,76791;8,49325;Kirchner und Partner GmbH
72091;Birkelstr. 14;71384;Weinstadt;Deutschland;48,81695;9,36944;Schober Eurofrisch GmbH
72092;Heeräcker Str. 6-8;72768;Reutlingen;Deutschland;48,5498777;9,1977022;Richter & Co. GmbH
72093;Csabai út 49;5553;Kondoros;Ungarn;46,758258;20,8021369;Work-Metall Trans Kft.
72094;Zum Weissen Stein 9;56587;Gierenderhöhe;Deutschland;50,5593;7,52864;FairsCargo GmbH
72095;Im Auel 63;51766;Engelskirchen;Deutschland;50,97463;7,35138;W & F Heinmöller Spedition GmbH
72096;Am Amselberg 3;07751;Schorba;Deutschland;50,8770337;11,4645579;Spedition Frank Frischauf
72097;Wiener Strasse 26;2326;Maria Lanzendorf;Österreich;48,1039616;16,4187851;Gebrüder Weiss GmbH
72098;Kleiberg 2;26215;Wiefelstede;Deutschland;53,25633;8,10926;Imken Transport & Logistic
72100;Kampweg 7;49201;Dissen;Deutschland;52,09931;8,2069;Dachser GmbH & Co. KG
72101;Werler Straße 26;59423;Unna;Deutschland;51,53593;7,72065;KOOP für Gabelstapler GmbH
72102;Felsweg 14;35435;Wettenberg;Deutschland;50,629693;8,6319205;CRM Consults GmbH
72103;Am Herrenberg 12;98724;Neuhaus;Deutschland;50,5061276;11,1185765;Anschütz Int. Spedition und Logistik GmbH
72104;Breitenbachstraße 24-29;13509;Berlin;Deutschland;52,5803928;13,3096241;Sünkler Spedition + Transportlogistik GmbH
72105;Brüderstraße 2-4;59494;Soest;Deutschland;51,573155;8,1065415;Kettschau & Partner
72106;Südring 71;33428;Harsewinkel;Deutschland;51,95681;8,23911;Mahlfeld GmbH & Co. KG
72107;Arndtstrasse 13;47119;Duisburg;Deutschland;51,4670267;6,7292806;Jürgen Erping-Transporte
72108;Lehmkuhllenweg 27;31224;Peine;Deutschland;52,3205859;10,2528123;Flora Trans International GmbH
72109;Wandopol 24;21-543;Konstantynów;Polen;52,2257327;23,0715418;"P.W. ""Tirtransped"""
72110;Eichenkamp 33;31582;Nienburg (Weser);Deutschland;52,61787;9,26258;Kurier Hammerschidt
72111;Nelkenweg 1;86641;Rain am Lech;Deutschland;48,69519;10,93745;Lehmeier Transportunternehmen GmbH
72112;Manchinger Str. 125;85053;Ingolstadt;Deutschland;48,7454484;11,4725338;Euro Cargo Logistik GmbH
72113;Am Weidensatz 27;76756;Bellheim;Deutschland;49,1947689;8,3051485;Fritz Fuchs Spedition e.K.
72114;Vincenz-Wiederholt-Str. 1;59439;Holzwickede;Deutschland;51,5015002;7,6181002;Walter Massong KG
51046;Bischofsackerweg 3;86179;Augsburg;Deutschland;48,32198;10,9000801;Bäko Schwaben
72115;Herderstr. 30;40721;Hilden;Deutschland;51,1760516;6,9226775;Quantum Business Service und Dienstleistungs GmbH
